Date,Close,High,Low,Open,Volume,log_return,log_volume,log_return_z,log_volume_z,RSI_14,MACD,MACD_signal,MACD_hist,BB_pos,MA5_dev,MA20_dev
2019-01-02,28.994285583496097,29.119366872469737,28.07700689253831,28.360528934320868,283100,,12.553559003414486,,,,0.0,0.0,0.0,,,
2019-01-03,27.626710891723633,28.777474064751196,27.359866980787064,28.47727705072031,351100,-0.0483156710725959,12.768829210343863,,,0.0,-0.10909427740634925,-0.021818855481269852,-0.0872754219250794,,,
2019-01-04,28.093679428100582,28.368863934786397,27.66839804080292,27.96025750453371,305300,0.0167615290022797,12.629053454184358,,,2.5593712643863995,-0.15607271090653896,-0.048669626566323676,-0.10740308434021528,,,
2019-01-07,28.16873550415039,28.56066388043939,27.82684155282284,28.127041740530984,212700,0.002668073194682,12.267642702634728,,,2.9891417192508527,-0.18511319022144335,-0.07595833929734762,-0.10915485092409573,,,
2019-01-08,27.810171127319336,28.335521601571205,26.809507798690632,27.518311519974485,704300,-0.0128108711767629,13.46496110058199,,,2.922818694722892,-0.23435957655187778,-0.10763858674825366,-0.12672098980362412,,-0.011675919175539895,
2019-01-09,29.252790451049805,29.961593927370178,28.14371796437412,28.14371796437412,386800,0.0505731474910217,12.865665627873344,,,11.436937951206474,-0.1551914194869468,-0.11714915329599229,-0.03804226619095452,,0.03768560615737959,
2019-01-10,29.761465072631836,30.16173097795062,29.052661461739746,29.052661461739746,308500,0.0172394691808159,12.639480363813412,,,14.291372699189935,-0.050818489928253996,-0.10388302062244464,0.05306453069419065,,0.03997910441386665,
2019-01-11,29.352863311767575,29.9616012753041,29.144391275719556,29.678079179037557,142300,-0.013824339357807,11.86569981146014,,,13.903719528251585,-0.0010607113409193403,-0.08331855876613958,0.08225784742522024,,0.01675343040514221,
2019-01-14,28.70241928100586,29.186075777934516,27.74345012834876,29.186075777934516,455700,-0.0224086842681315,13.029592171675723,,,13.285909345175739,-0.013951882008861105,-0.06944522341468388,0.05549334140582278,,-0.009439643728466951,
2019-01-15,28.944259643554688,29.1360535543579,28.552334339318183,28.702431293877577,549400,0.0083904844428267,13.21658387280911,,,14.801766199187924,-0.004600697548124089,-0.05647631824137193,0.05187562069324784,,-0.008851900040027005,
2019-01-16,29.302831649780273,29.65306635760664,28.83585628071995,28.98595323432425,308100,0.0123122555293995,12.63818293027894,,,17.11529646467511,0.03138219331002645,-0.038904615931092255,0.07028680924111871,,0.0030830306349016734,
