Date,Close,High,Low,Open,Volume,log_return,log_volume,log_return_z,log_volume_z,RSI_14,MACD,MACD_signal,MACD_hist,BB_pos,MA5_dev,MA20_dev
2019-01-02,17.91944122314453,17.95350938262446,17.646902445142096,17.783172483927014,3106247,,14.94892612496369,,,,0.0,0.0,0.0,,,
2019-01-03,17.612838745117188,17.885377572015322,17.476568681884302,17.81724254039888,2920483,-0.0172581150549145,14.88725991393354,,,0.0,-0.02445831733551529,-0.004891663467103059,-0.01956665386841223,,,
2019-01-04,17.16996192932129,17.44250073939975,16.693018037008315,17.44250073939975,4765794,-0.0254666526335162,15.376974922706928,,,0.0,-0.0786712940882488,-0.01964758959133221,-0.05902370449691659,,,
2019-01-07,16.761152267456055,17.47656677234124,16.727084105586407,17.442499910039086,4688690,-0.024097613895803,15.360663996987949,,,0.0,-0.15286090651809303,-0.046290252976684376,-0.10657065354140866,,,
2019-01-08,16.931488037109375,16.931488037109375,16.590814238775454,16.86335301752911,3304234,0.0101112420595311,15.01071553700167,,,3.8991138045401925,-0.19565662800482286,-0.07616352798231209,-0.11949310002251078,,-0.02011047381876463,
2019-01-09,17.067758560180664,17.204028613580597,16.79521975294834,16.931489806348274,3583552,0.0080161336746704,15.091865324316506,,,7.022491917988333,-0.2160857512265757,-0.1041479726311648,-0.11193777859541089,,-0.002389514764263856,
2019-01-10,16.386411666870117,17.101827531684776,16.31827793651714,17.067759366940685,5357112,-0.0407387849774232,15.493935768536462,,,5.976568038244494,-0.2839814175905957,-0.140114661623051,-0.1438667559675447,,-0.02828279661311417,
2019-01-11,16.624881744384766,16.693016766610953,16.352342955047465,16.38640981637683,3661868,0.0144480389079047,15.113484230774985,,,10.974317036753746,-0.31491651847188606,-0.175075032992818,-0.13984148547906805,,-0.007726757529793571,
2019-01-14,16.556747436523438,16.727084349654618,16.250141772627828,16.52268057372421,2535259,-0.0041067545688838,14.745806753850646,,,10.797718547723676,-0.34099984408038964,-0.20825999521033234,-0.1327398488700573,,-0.009376279719097269,
2019-01-15,16.72708511352539,16.72708511352539,16.45454629998306,16.488614463905584,2657206,0.0102355498804496,14.792786129121705,,,14.501926544292544,-0.3439612691799958,-0.23540025000426504,-0.10856101917573077,,0.0032693332015441,
