Date,Close,High,Low,Open,Volume
2019-01-02,9554.1396484375,9737.6796875,9542.51953125,9725.26953125,1239100
2019-01-03,9492.419921875,9554.5302734375,9474.4697265625,9494.25,1560800
2019-01-04,9382.509765625,9427.240234375,9319.2802734375,9427.240234375,1842100
2019-01-07,9590.2998046875,9596.349609375,9460.2001953125,9460.2001953125,1722300
2019-01-08,9563.599609375,9600.9404296875,9547.6298828125,9591.5595703125,1423100
2019-01-09,9738.3095703125,9741.6396484375,9584.6298828125,9584.6298828125,2281800
2019-01-10,9720.6904296875,9731.1103515625,9683.2001953125,9731.1103515625,1609200
2019-01-11,9759.400390625,9796.98046875,9736.0,9753.6298828125,1618600
2019-01-14,9708.2197265625,9762.3701171875,9677.490234375,9737.669921875,1356000
2019-01-15,9806.0400390625,9806.0400390625,9701.9296875,9701.9296875,1709500
2019-01-16,9763.8095703125,9803.990234375,9763.8095703125,9781.349609375,1796800
2019-01-17,9789.150390625,9826.25,9759.509765625,9773.3095703125,1634200
2019-01-18,9836.0595703125,9842.7998046875,9771.150390625,9781.3896484375,1545600
2019-01-21,9889.400390625,9919.9404296875,9870.26953125,9870.26953125,1593600
2019-01-22,9894.66015625,9894.66015625,9855.4697265625,9880.5400390625,1408000
2019-01-23,9846.400390625,9873.3896484375,9828.0302734375,9869.5400390625,1140300
2019-01-24,9877.1201171875,9892.8203125,9847.3203125,9865.0,1452000
2019-01-25,9969.6103515625,9980.080078125,9918.2099609375,9923.3896484375,1944600
2019-01-28,10013.330078125,10020.599609375,9990.0703125,10006.4599609375,1656900
2019-01-29,9931.58984375,9952.33984375,9893.9599609375,9944.7099609375,1647200
2019-01-30,9932.259765625,9959.0302734375,9909.8095703125,9915.9697265625,1981800
2019-02-11,10004.25,10065.51953125,9988.830078125,10029.83984375,2320500
2019-02-12,10097.740234375,10100.23046875,10032.080078125,10032.080078125,2264900
2019-02-13,10090.580078125,10140.98046875,10074.33984375,10123.6103515625,2455200
