Date,Close,High,Low,Open,Volume
2019-01-02,28.994285583496094,29.119366872469737,28.07700689253831,28.360528934320868,283100
2019-01-03,27.626710891723633,28.777474064751196,27.359866980787064,28.477277050720314,351100
2019-01-04,28.093679428100586,28.368863934786397,27.66839804080292,27.96025750453371,305300
2019-01-07,28.16873550415039,28.56066388043939,27.826841552822838,28.127041740530984,212700
2019-01-08,27.810171127319336,28.335521601571205,26.809507798690632,27.518311519974485,704300
2019-01-09,29.252790451049805,29.961593927370174,28.143717964374122,28.143717964374122,386800
2019-01-10,29.761465072631836,30.16173097795062,29.052661461739742,29.052661461739742,308500
2019-01-11,29.352863311767578,29.9616012753041,29.144391275719556,29.678079179037557,142300
2019-01-14,28.70241928100586,29.186075777934516,27.74345012834876,29.186075777934516,455700
2019-01-15,28.944259643554688,29.1360535543579,28.552334339318183,28.702431293877577,549400
2019-01-16,29.302831649780273,29.65306635760664,28.83585628071995,28.98595323432425,308100
2019-01-17,29.302831649780273,29.69476013255401,28.777481178556283,29.052665819064938,511300
2019-01-18,30.66206169128418,30.887211829700256,29.69475175273561,30.0199675589932,844300
2019-01-22,28.89422035217285,30.770468344365106,28.852523407522146,30.453590014995275,643800
2019-01-23,28.994285583496094,29.47793896004856,28.735779163302222,29.16106381649116,355300
2019-01-24,30.145050048828125,30.353522032067517,29.019299430717396,29.286143314781416,371400
2019-01-25,31.354185104370117,31.52930398841901,30.295150225524594,30.445247127376458,225800
2019-01-28,31.77947998046875,32.071339579613046,30.35353191431055,30.728779061487195,535700
2019-01-29,31.062328338623047,31.88787886727603,30.528640521769944,31.77947253540577,821900
2019-01-30,32.521636962890625,33.66406280653945,29.97827881097328,30.353529104443552,1941900
2019-01-31,32.49661636352539,32.96359160745903,31.979603513412762,32.52163198558461,927000
2019-02-01,32.60501480102539,33.27212764914208,32.221427140079165,32.663386698081126,489700
2019-02-04,32.74678421020508,32.80515611940977,32.12136817070009,32.730106067427954,279800
2019-02-05,33.28047561645508,33.33051005014087,32.79682214828231,32.821837774609804,501200
2019-02-06,33.82250213623047,34.34784934353062,33.463930002404936,33.463930002404936,450800
2019-02-07,33.48061752319336,33.772477164548455,33.06367336066807,33.47227685856521,341800
2019-02-08,33.855857849121094,34.039314261305584,33.06366664602813,33.12203856244486,266200
2019-02-11,33.53898239135742,34.20609227476195,33.0886820271728,33.99762023738361,213100
2019-02-12,34.41455841064453,34.43123655249849,33.655720451956064,33.81415802802322,202900
2019-02-13,34.18106460571289,34.60634601247822,34.06431763384679,34.414552187385645,165200
2019-02-14,34.31547927856445,34.433087044466845,33.8282599234761,34.16427249831676,111400
2019-02-15,34.0130729675293,34.60109584455159,33.87866728071215,34.37428564720684,146700
2019-02-19,33.971065521240234,34.424685874995475,33.509046214778735,33.93746650593115,224500
2019-02-20,34.550689697265625,34.861502193056694,33.685450234870906,34.029864947635005,147200
2019-02-21,34.60948944091797,34.71869503584333,34.021463504875264,34.55908611914852,246100
2019-02-22,36.113155364990234,36.23075991283817,34.61788884446823,34.87830120361979,431600
2019-02-25,36.86917495727539,37.213589546405196,35.13030090917092,35.214303216965455,522800
2019-02-26,35.49153137207031,36.89439036389096,35.11351442070176,36.80198906865329,483000
2019-02-27,35.550315856933594,35.79392701525451,34.777484436100515,35.4747125045058,198200
2019-02-28,34.50867462158203,35.50831614005408,34.49187351986622,35.449513886289985,255500
2019-03-01,35.32352066040039,35.70153758157261,34.65149235858518,34.84470029507682,323500
2019-03-04,35.22270965576172,35.82753659981232,34.76908944772377,35.44951975978069,201600
2019-03-05,34.84469985961914,35.894745069484046,34.73549426053776,35.172313452379605,163700
2019-03-06,34.18946838378906,34.760693162633395,34.18946838378906,34.71028984527068,229000
2019-03-07,33.69384765625,34.39947809110017,33.41663421190588,33.60144317480196,222000
2019-03-08,33.887054443359375,34.50028037637423,33.39143304482913,33.39143304482913,256500
2019-03-11,35.66794204711914,35.978757798577526,34.06347277400475,34.06347277400475,467200
2019-03-12,34.76909637451172,35.6763369713304,34.70189514760867,35.6763369713304,138600
2019-03-13,34.273468017578125,34.92029611944515,34.2062668041868,34.92029611944515,236100
2019-03-14,34.58427810668945,34.81949034890403,34.21466344675626,34.22306560066542,224800
2019-03-15,35.26471710205078,35.7015362834689,34.80269786163202,34.94550246861377,380800
2019-03-18,35.382328033447266,35.499932602645714,34.89510864612738,35.11351667399819,216500
2019-03-19,34.66828918457031,35.76033544069429,34.57588470364354,35.642730902963244,124500
2019-03-20,33.66024398803711,34.7690913084841,33.609840671841084,34.7690913084841,190200
2019-03-21,34.11387252807617,34.57589182336375,32.50940342332435,33.265434123481114,393300
2019-03-22,32.34979248046875,34.02146591957635,32.21538681736089,34.02146591957635,367600
2019-03-25,32.643798828125,32.87060892818432,31.971770682291634,32.307783152966834,360300
2019-03-26,32.49259948730469,32.95461874240124,32.23218711958525,32.90421541831511,159300
2019-03-27,32.07257843017578,32.559797699957926,31.996975053289177,32.42539205265767,228600
2019-03-28,32.56819534301758,32.61019650113889,32.08097293625812,32.08097293625812,161400
2019-03-29,33.29903030395508,33.374633680709096,32.63540101961238,32.76140771569688,207900
2019-04-01,33.542640686035156,33.92905651093991,33.4082350423951,33.60144295484747,227400
2019-04-02,33.32423400878906,33.819855487427084,33.11422496198454,33.55104416387599,466600
2019-04-03,35.1471061706543,35.22270953840873,33.702243233339786,33.88705217773574,787800
2019-04-04,35.029510498046875,35.3151229368121,34.74389805928165,35.096711728323726,237000
2019-04-05,34.75229263305664,35.45792308672454,34.44148017265632,35.24791406128152,262000
2019-04-08,34.56748962402344,35.0211067197168,34.34907842564916,34.75229540208974,351200
2019-04-09,33.71065139770508,34.71869541264963,33.64344696794977,34.25667296929084,306300
